Date,LastUpdate,BusinessUnit,Site,Region,Severity,Status,SourceSystem,PageName,KPIName,KPIValue,Target,DeltaPct,Owner
2026-03-08,2026-03-24,Energy,Raipur,South,High,Open,IAM,Page 1 - SOC Overview,Mean Time to Respond (MTTR),25,100,-75,SOC Team
2026-03-08,2026-03-24,Energy,Mumbai,South,High,In Progress,EDR,Page 1 - SOC Overview,SLA Compliance Rate,83,100,-17,Security Ops
2026-03-08,2026-03-24,Airports,Mundra,South,Medium,Resolved,DLP,Page 1 - SOC Overview,Open High-Risk Alerts,121,100,21,Security Ops
2026-03-08,2026-03-24,Data Center,Mundra,North,Critical,Resolved,SIEM,Page 1 - SOC Overview,SOC Analyst Utilization,122,100,22,Security Ops
2026-03-08,2026-03-24,Data Center,Mumbai,South,Medium,Open,IAM,Page 1 - SOC Overview,Escalation Rate,33,100,-67,Security Ops
2026-03-08,2026-03-24,Data Center,Mundra,Central,Critical,Resolved,Firewall,Page 2 - Threat Detection,Threats Detected per Day,91,100,-9,Security Ops
2026-03-08,2026-03-24,Ports,Raipur,South,Medium,In Progress,DLP,Page 2 - Threat Detection,Ransomware Detection Count,89,100,-11,SOC Team
2026-03-08,2026-03-24,Airports,Mumbai,North,Critical,Open,EDR,Page 2 - Threat Detection,XDR Alert Volume,42,100,-58,Security Ops
2026-03-08,2026-03-24,Ports,Raipur,East,Critical,Open,DLP,Page 2 - Threat Detection,Suspicious Login Attempts,59,100,-41,SOC Team
2026-03-08,2026-03-24,Data Center,Mumbai,North,Critical,Resolved,SIEM,Page 2 - Threat Detection,Lateral Movement Alerts,101,100,1,SOC Team
2026-03-08,2026-03-24,Ports,Mundra,East,High,In Progress,IAM,Page 3 - Vulnerability & Patch,Critical Vulnerabilities Open,86,100,-14,Security Ops
2026-03-08,2026-03-24,Airports,Raipur,East,Critical,Open,EDR,Page 3 - Vulnerability & Patch,Internet-Facing Asset Risk Score,61,100,-39,Security Ops
2026-03-08,2026-03-24,Energy,Ahmedabad,East,Low,Open,DLP,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,36,100,-64,SOC Team
2026-03-08,2026-03-24,Ports,Mumbai,North,High,Open,SIEM,Page 4 - Identity & Access,MFA Adoption Rate,27,100,-73,SOC Team
2026-03-08,2026-03-24,Energy,Mundra,South,Low,Open,DLP,Page 4 - Identity & Access,Privileged Account Count,35,100,-65,SOC Team
2026-03-08,2026-03-24,Ports,Ahmedabad,North,Low,In Progress,EDR,Page 4 - Identity & Access,Dormant Account Count,78,100,-22,Security Ops
2026-03-08,2026-03-24,Ports,Mumbai,West,Critical,Resolved,Firewall,Page 4 - Identity & Access,Password Policy Compliance,99,100,-1,SOC Team
2026-03-08,2026-03-24,Energy,Ahmedabad,East,Low,Open,DLP,Page 4 - Identity & Access,PAM Session Violations,30,100,-70,Security Ops
2026-03-08,2026-03-24,Energy,Raipur,West,High,Open,Firewall,Page 4 - Identity & Access,Third-Party Access Risk Score,37,100,-63,SOC Team
2026-03-08,2026-03-24,Data Center,Raipur,West,Low,Open,IAM,Page 5 - Compliance & Resilience,Audit Findings Open,15,100,-85,SOC Team
2026-03-08,2026-03-24,Data Center,Mumbai,East,Medium,Open,IAM,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,17,100,-83,SOC Team
2026-03-08,2026-03-24,Ports,Mundra,North,Medium,Open,SIEM,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,18,100,-82,Security Ops
2026-03-08,2026-03-24,Airports,Raipur,Central,Critical,In Progress,Firewall,Page 5 - Compliance & Resilience,Security Awareness Training Completion,69,100,-31,Security Ops
2026-03-09,2026-03-24,Data Center,Ahmedabad,East,Low,Open,DLP,Page 1 - SOC Overview,Critical Incidents,19,100,-81,SOC Team
2026-03-09,2026-03-24,Energy,Mumbai,Central,Low,Resolved,DLP,Page 1 - SOC Overview,Incident Recurrence Rate,111,100,11,Security Ops
2026-03-09,2026-03-24,Ports,Ahmedabad,North,Critical,Resolved,EDR,Page 2 - Threat Detection,EDR Coverage Rate,104,100,4,Security Ops
2026-03-09,2026-03-24,Data Center,Mundra,East,Low,Resolved,SIEM,Page 2 - Threat Detection,XDR Alert Volume,128,100,28,Security Ops
2026-03-09,2026-03-24,Airports,Mundra,North,Low,Open,IAM,Page 2 - Threat Detection,IOC Match Rate,29,100,-71,Security Ops
2026-03-09,2026-03-24,Data Center,Raipur,South,Medium,Open,Firewall,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,46,100,-54,SOC Team
2026-03-09,2026-03-24,Ports,Mundra,East,Low,Open,IAM,Page 3 - Vulnerability & Patch,Scan Coverage Rate,28,100,-72,Security Ops
2026-03-09,2026-03-24,Ports,Mundra,South,Critical,Open,DLP,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,20,100,-80,SOC Team
2026-03-09,2026-03-24,Data Center,Raipur,Central,Medium,Open,SIEM,Page 4 - Identity & Access,Failed Login Rate,34,100,-66,Security Ops
2026-03-09,2026-03-24,Ports,Mundra,Central,Low,Resolved,SIEM,Page 4 - Identity & Access,Third-Party Access Risk Score,103,100,3,Security Ops
2026-03-09,2026-03-24,Data Center,Raipur,East,Critical,Open,DLP,Page 5 - Compliance & Resilience,Audit Findings Open,57,100,-43,Security Ops
2026-03-09,2026-03-24,Ports,Mundra,North,Low,In Progress,Firewall,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,65,100,-35,Security Ops
2026-03-10,2026-03-24,Airports,Raipur,Central,Critical,Resolved,SIEM,Page 1 - SOC Overview,Total Security Incidents,109,100,9,SOC Team
2026-03-10,2026-03-24,Energy,Mumbai,West,Low,Open,DLP,Page 1 - SOC Overview,False Positive Rate,29,100,-71,Security Ops
2026-03-10,2026-03-24,Data Center,Ahmedabad,North,Medium,Open,EDR,Page 2 - Threat Detection,Threats Detected per Day,59,100,-41,Security Ops
2026-03-10,2026-03-24,Energy,Ahmedabad,North,High,Open,EDR,Page 2 - Threat Detection,Ransomware Detection Count,16,100,-84,SOC Team
2026-03-10,2026-03-24,Energy,Ahmedabad,South,High,Resolved,DLP,Page 2 - Threat Detection,IOC Match Rate,102,100,2,SOC Team
2026-03-10,2026-03-24,Data Center,Mumbai,East,Medium,In Progress,EDR,Page 2 - Threat Detection,Anomalous Network Sessions,79,100,-21,SOC Team
2026-03-10,2026-03-24,Energy,Mumbai,South,Medium,In Progress,IAM,Page 3 - Vulnerability & Patch,Critical Vulnerabilities Open,76,100,-24,SOC Team
2026-03-10,2026-03-24,Airports,Mundra,West,Low,Open,Firewall,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,12,100,-88,Security Ops
2026-03-10,2026-03-24,Energy,Raipur,North,High,Open,DLP,Page 3 - Vulnerability & Patch,Average Patch Age (Days),26,100,-74,Security Ops
2026-03-10,2026-03-24,Energy,Mumbai,West,Critical,Resolved,IAM,Page 4 - Identity & Access,Password Policy Compliance,109,100,9,SOC Team
2026-03-10,2026-03-24,Airports,Raipur,East,Low,Open,SIEM,Page 4 - Identity & Access,Unauthorized Access Attempts,53,100,-47,SOC Team
2026-03-10,2026-03-24,Data Center,Raipur,North,Medium,In Progress,SIEM,Page 4 - Identity & Access,PAM Session Violations,83,100,-17,SOC Team
2026-03-10,2026-03-24,Airports,Ahmedabad,Central,Low,Resolved,EDR,Page 5 - Compliance & Resilience,Audit Findings Open,112,100,12,SOC Team
2026-03-10,2026-03-24,Ports,Mumbai,East,Low,Open,DLP,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,14,100,-86,Security Ops
2026-03-10,2026-03-24,Energy,Ahmedabad,West,Critical,Open,Firewall,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,12,100,-88,Security Ops
2026-03-10,2026-03-24,Airports,Mumbai,Central,Low,Open,SIEM,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,48,100,-52,SOC Team
2026-03-10,2026-03-24,Data Center,Raipur,West,Critical,Open,SIEM,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,20,100,-80,SOC Team
2026-03-10,2026-03-24,Data Center,Ahmedabad,West,Low,Resolved,EDR,Page 5 - Compliance & Resilience,Security Awareness Training Completion,130,100,30,Security Ops
2026-03-11,2026-03-24,Ports,Mumbai,North,Medium,Resolved,DLP,Page 1 - SOC Overview,Critical Incidents,99,100,-1,SOC Team
2026-03-11,2026-03-24,Data Center,Raipur,West,Critical,Open,EDR,Page 1 - SOC Overview,Open High-Risk Alerts,32,100,-68,Security Ops
2026-03-11,2026-03-24,Energy,Ahmedabad,North,Low,Open,SIEM,Page 1 - SOC Overview,Incident Recurrence Rate,44,100,-56,Security Ops
2026-03-11,2026-03-24,Ports,Mumbai,West,High,Open,IAM,Page 1 - SOC Overview,SOC Analyst Utilization,12,100,-88,SOC Team
2026-03-11,2026-03-24,Ports,Mundra,Central,High,Open,EDR,Page 2 - Threat Detection,Threats Detected per Day,44,100,-56,SOC Team
2026-03-11,2026-03-24,Data Center,Raipur,North,Low,Resolved,Firewall,Page 2 - Threat Detection,Blocked Malware Attempts,107,100,7,SOC Team
2026-03-11,2026-03-24,Ports,Ahmedabad,South,High,In Progress,IAM,Page 2 - Threat Detection,IOC Match Rate,73,100,-27,SOC Team
2026-03-11,2026-03-24,Data Center,Mumbai,South,High,Open,SIEM,Page 2 - Threat Detection,Anomalous Network Sessions,24,100,-76,Security Ops
2026-03-11,2026-03-24,Energy,Mumbai,Central,Critical,Open,DLP,Page 3 - Vulnerability & Patch,High Vulnerabilities Open,54,100,-46,Security Ops
2026-03-11,2026-03-24,Ports,Raipur,East,High,Open,SIEM,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,20,100,-80,SOC Team
2026-03-11,2026-03-24,Airports,Raipur,West,Medium,Open,SIEM,Page 3 - Vulnerability & Patch,Internet-Facing Asset Risk Score,20,100,-80,SOC Team
2026-03-11,2026-03-24,Airports,Ahmedabad,West,Low,Resolved,IAM,Page 3 - Vulnerability & Patch,CVSS Weighted Exposure,102,100,2,SOC Team
2026-03-11,2026-03-24,Data Center,Mundra,West,Low,Open,Firewall,Page 3 - Vulnerability & Patch,Scan Coverage Rate,52,100,-48,Security Ops
2026-03-11,2026-03-24,Energy,Raipur,Central,Low,Open,IAM,Page 4 - Identity & Access,MFA Adoption Rate,62,100,-38,SOC Team
2026-03-11,2026-03-24,Energy,Raipur,South,Low,Resolved,SIEM,Page 4 - Identity & Access,Privileged Account Count,110,100,10,Security Ops
2026-03-11,2026-03-24,Airports,Ahmedabad,East,Critical,In Progress,Firewall,Page 4 - Identity & Access,Failed Login Rate,77,100,-23,Security Ops
2026-03-11,2026-03-24,Airports,Mundra,East,Critical,Resolved,Firewall,Page 4 - Identity & Access,PAM Session Violations,93,100,-7,SOC Team
2026-03-11,2026-03-24,Ports,Raipur,South,Critical,Open,IAM,Page 4 - Identity & Access,Third-Party Access Risk Score,39,100,-61,SOC Team
2026-03-11,2026-03-24,Ports,Ahmedabad,West,Medium,Open,SIEM,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,26,100,-74,SOC Team
2026-03-11,2026-03-24,Airports,Mumbai,Central,Low,Resolved,IAM,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,93,100,-7,SOC Team
2026-03-11,2026-03-24,Ports,Mundra,East,Critical,Open,IAM,Page 5 - Compliance & Resilience,Third-Party Compliance Score,61,100,-39,Security Ops
2026-03-12,2026-03-24,Airports,Ahmedabad,East,High,Open,IAM,Page 1 - SOC Overview,Total Security Incidents,36,100,-64,SOC Team
2026-03-12,2026-03-24,Ports,Raipur,Central,Low,Open,IAM,Page 1 - SOC Overview,Critical Incidents,31,100,-69,SOC Team
2026-03-12,2026-03-24,Data Center,Mundra,East,Critical,Open,DLP,Page 1 - SOC Overview,Mean Time to Respond (MTTR),58,100,-42,SOC Team
2026-03-12,2026-03-24,Data Center,Raipur,South,Low,Resolved,SIEM,Page 1 - SOC Overview,False Positive Rate,99,100,-1,SOC Team
2026-03-12,2026-03-24,Airports,Mumbai,East,Critical,Resolved,DLP,Page 1 - SOC Overview,Escalation Rate,94,100,-6,SOC Team
2026-03-12,2026-03-24,Data Center,Mumbai,Central,Critical,Open,SIEM,Page 2 - Threat Detection,IOC Match Rate,43,100,-57,SOC Team
2026-03-12,2026-03-24,Data Center,Ahmedabad,South,Medium,Resolved,Firewall,Page 2 - Threat Detection,Lateral Movement Alerts,98,100,-2,Security Ops
2026-03-12,2026-03-24,Data Center,Mundra,South,Medium,Open,Firewall,Page 3 - Vulnerability & Patch,Critical Vulnerabilities Open,44,100,-56,Security Ops
2026-03-12,2026-03-24,Data Center,Mundra,South,Critical,Open,Firewall,Page 3 - Vulnerability & Patch,Patch Compliance Rate,24,100,-76,SOC Team
2026-03-12,2026-03-24,Data Center,Ahmedabad,West,High,Resolved,DLP,Page 3 - Vulnerability & Patch,Average Patch Age (Days),101,100,1,Security Ops
2026-03-12,2026-03-24,Data Center,Raipur,North,Medium,Resolved,DLP,Page 3 - Vulnerability & Patch,CVSS Weighted Exposure,90,100,-10,SOC Team
2026-03-12,2026-03-24,Ports,Ahmedabad,West,High,Open,DLP,Page 4 - Identity & Access,MFA Adoption Rate,64,100,-36,Security Ops
2026-03-12,2026-03-24,Energy,Ahmedabad,West,Low,In Progress,IAM,Page 4 - Identity & Access,PAM Session Violations,86,100,-14,Security Ops
2026-03-12,2026-03-24,Data Center,Raipur,North,Critical,In Progress,IAM,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,87,100,-13,Security Ops
2026-03-12,2026-03-24,Energy,Raipur,Central,High,Open,Firewall,Page 5 - Compliance & Resilience,Audit Findings Open,49,100,-51,SOC Team
2026-03-12,2026-03-24,Airports,Mundra,North,Low,Open,IAM,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,57,100,-43,SOC Team
2026-03-12,2026-03-24,Ports,Mumbai,North,Low,In Progress,EDR,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,69,100,-31,SOC Team
2026-03-12,2026-03-24,Data Center,Mumbai,Central,Critical,Open,EDR,Page 5 - Compliance & Resilience,Third-Party Compliance Score,48,100,-52,Security Ops
2026-03-13,2026-03-24,Data Center,Ahmedabad,Central,High,Resolved,SIEM,Page 1 - SOC Overview,Mean Time to Respond (MTTR),105,100,5,Security Ops
2026-03-13,2026-03-24,Airports,Raipur,East,Medium,Open,SIEM,Page 1 - SOC Overview,Open High-Risk Alerts,57,100,-43,Security Ops
2026-03-13,2026-03-24,Ports,Ahmedabad,South,Medium,Resolved,SIEM,Page 1 - SOC Overview,False Positive Rate,95,100,-5,SOC Team
2026-03-13,2026-03-24,Ports,Raipur,East,Critical,Resolved,Firewall,Page 1 - SOC Overview,Incident Recurrence Rate,123,100,23,Security Ops
2026-03-13,2026-03-24,Ports,Mumbai,North,Low,Open,Firewall,Page 2 - Threat Detection,Threats Detected per Day,18,100,-82,Security Ops
2026-03-13,2026-03-24,Energy,Mundra,Central,Low,Resolved,EDR,Page 2 - Threat Detection,Phishing Detection Count,93,100,-7,SOC Team
2026-03-13,2026-03-24,Airports,Raipur,North,Critical,Open,SIEM,Page 2 - Threat Detection,XDR Alert Volume,30,100,-70,SOC Team
2026-03-13,2026-03-24,Ports,Ahmedabad,West,Low,Resolved,IAM,Page 2 - Threat Detection,Suspicious Login Attempts,122,100,22,Security Ops
2026-03-13,2026-03-24,Ports,Ahmedabad,South,Medium,Resolved,EDR,Page 2 - Threat Detection,Anomalous Network Sessions,117,100,17,SOC Team
2026-03-13,2026-03-24,Energy,Raipur,West,High,Open,DLP,Page 3 - Vulnerability & Patch,Internet-Facing Asset Risk Score,21,100,-79,SOC Team
2026-03-13,2026-03-24,Ports,Raipur,East,Critical,Resolved,DLP,Page 3 - Vulnerability & Patch,Scan Coverage Rate,96,100,-4,SOC Team
2026-03-13,2026-03-24,Airports,Mundra,East,High,Resolved,Firewall,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,110,100,10,SOC Team
2026-03-13,2026-03-24,Airports,Mundra,East,Critical,In Progress,DLP,Page 4 - Identity & Access,Privileged Account Count,71,100,-29,Security Ops
2026-03-13,2026-03-24,Data Center,Mumbai,East,High,Resolved,SIEM,Page 4 - Identity & Access,Dormant Account Count,112,100,12,Security Ops
2026-03-13,2026-03-24,Airports,Raipur,West,High,Resolved,SIEM,Page 4 - Identity & Access,Access Review Completion Rate,125,100,25,SOC Team
2026-03-13,2026-03-24,Data Center,Raipur,East,Medium,Resolved,SIEM,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,113,100,13,SOC Team
2026-03-13,2026-03-24,Energy,Raipur,West,Medium,In Progress,SIEM,Page 5 - Compliance & Resilience,Backup Success Rate,78,100,-22,Security Ops
2026-03-13,2026-03-24,Data Center,Mundra,West,High,Open,DLP,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,60,100,-40,Security Ops
2026-03-13,2026-03-24,Energy,Mumbai,East,High,Open,Firewall,Page 5 - Compliance & Resilience,Security Awareness Training Completion,39,100,-61,Security Ops
2026-03-14,2026-03-24,Energy,Raipur,East,Medium,Open,DLP,Page 1 - SOC Overview,Total Security Incidents,50,100,-50,SOC Team
2026-03-14,2026-03-24,Data Center,Mumbai,East,Low,Open,DLP,Page 1 - SOC Overview,Mean Time to Respond (MTTR),34,100,-66,SOC Team
2026-03-14,2026-03-24,Data Center,Mundra,East,High,Open,SIEM,Page 1 - SOC Overview,SLA Compliance Rate,64,100,-36,Security Ops
2026-03-14,2026-03-24,Energy,Raipur,West,Low,Resolved,EDR,Page 1 - SOC Overview,Open High-Risk Alerts,126,100,26,Security Ops
2026-03-14,2026-03-24,Ports,Mundra,South,Medium,Resolved,SIEM,Page 1 - SOC Overview,False Positive Rate,128,100,28,SOC Team
2026-03-14,2026-03-24,Data Center,Mumbai,Central,Critical,Open,Firewall,Page 1 - SOC Overview,Escalation Rate,17,100,-83,Security Ops
2026-03-14,2026-03-24,Ports,Mumbai,West,Critical,Open,IAM,Page 2 - Threat Detection,Threats Detected per Day,17,100,-83,Security Ops
2026-03-14,2026-03-24,Ports,Ahmedabad,North,Low,Resolved,SIEM,Page 2 - Threat Detection,Blocked Malware Attempts,108,100,8,Security Ops
2026-03-14,2026-03-24,Airports,Mumbai,Central,Low,Resolved,SIEM,Page 2 - Threat Detection,Ransomware Detection Count,130,100,30,Security Ops
2026-03-14,2026-03-24,Airports,Mundra,South,Critical,In Progress,SIEM,Page 2 - Threat Detection,XDR Alert Volume,83,100,-17,SOC Team
2026-03-14,2026-03-24,Airports,Mumbai,East,Critical,Open,IAM,Page 2 - Threat Detection,IOC Match Rate,37,100,-63,Security Ops
2026-03-14,2026-03-24,Airports,Ahmedabad,North,Critical,In Progress,SIEM,Page 2 - Threat Detection,Anomalous Network Sessions,73,100,-27,SOC Team
2026-03-14,2026-03-24,Ports,Raipur,South,Medium,Open,IAM,Page 3 - Vulnerability & Patch,High Vulnerabilities Open,53,100,-47,SOC Team
2026-03-14,2026-03-24,Airports,Ahmedabad,East,Medium,Open,SIEM,Page 3 - Vulnerability & Patch,Internet-Facing Asset Risk Score,23,100,-77,SOC Team
2026-03-14,2026-03-24,Ports,Mumbai,South,Critical,In Progress,Firewall,Page 4 - Identity & Access,MFA Adoption Rate,83,100,-17,Security Ops
2026-03-14,2026-03-24,Energy,Mundra,South,High,Resolved,DLP,Page 4 - Identity & Access,Failed Login Rate,117,100,17,SOC Team
2026-03-14,2026-03-24,Data Center,Raipur,North,Critical,Resolved,EDR,Page 4 - Identity & Access,IAM Provisioning SLA,122,100,22,SOC Team
2026-03-14,2026-03-24,Energy,Ahmedabad,West,Critical,Open,DLP,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,47,100,-53,Security Ops
2026-03-14,2026-03-24,Ports,Mumbai,South,Medium,Resolved,IAM,Page 5 - Compliance & Resilience,Business Continuity Readiness,113,100,13,SOC Team
2026-03-14,2026-03-24,Ports,Mumbai,South,High,In Progress,SIEM,Page 5 - Compliance & Resilience,Third-Party Compliance Score,81,100,-19,SOC Team
2026-03-15,2026-03-24,Ports,Ahmedabad,Central,Critical,In Progress,IAM,Page 1 - SOC Overview,Total Security Incidents,79,100,-21,Security Ops
2026-03-15,2026-03-24,Data Center,Ahmedabad,North,High,Open,DLP,Page 1 - SOC Overview,SLA Compliance Rate,10,100,-90,Security Ops
2026-03-15,2026-03-24,Energy,Mundra,Central,Low,In Progress,Firewall,Page 1 - SOC Overview,Open High-Risk Alerts,73,100,-27,SOC Team
2026-03-15,2026-03-24,Data Center,Mumbai,North,Critical,Resolved,DLP,Page 1 - SOC Overview,SOC Analyst Utilization,120,100,20,SOC Team
2026-03-15,2026-03-24,Data Center,Mundra,West,High,Open,IAM,Page 1 - SOC Overview,Escalation Rate,43,100,-57,Security Ops
2026-03-15,2026-03-24,Data Center,Mundra,North,Low,Open,Firewall,Page 2 - Threat Detection,Threats Detected per Day,53,100,-47,SOC Team
2026-03-15,2026-03-24,Data Center,Mumbai,West,Critical,Open,DLP,Page 2 - Threat Detection,Ransomware Detection Count,22,100,-78,SOC Team
2026-03-15,2026-03-24,Data Center,Ahmedabad,East,Critical,Open,Firewall,Page 2 - Threat Detection,Phishing Detection Count,33,100,-67,Security Ops
2026-03-15,2026-03-24,Ports,Ahmedabad,South,Critical,In Progress,DLP,Page 2 - Threat Detection,XDR Alert Volume,89,100,-11,SOC Team
2026-03-15,2026-03-24,Energy,Mumbai,North,Medium,In Progress,SIEM,Page 2 - Threat Detection,Lateral Movement Alerts,83,100,-17,SOC Team
2026-03-15,2026-03-24,Ports,Mundra,South,Low,Resolved,Firewall,Page 3 - Vulnerability & Patch,High Vulnerabilities Open,104,100,4,SOC Team
2026-03-15,2026-03-24,Ports,Mumbai,South,Critical,Resolved,SIEM,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,106,100,6,Security Ops
2026-03-15,2026-03-24,Energy,Mundra,East,Critical,Resolved,IAM,Page 3 - Vulnerability & Patch,Average Patch Age (Days),124,100,24,Security Ops
2026-03-15,2026-03-24,Airports,Mumbai,South,High,Resolved,SIEM,Page 3 - Vulnerability & Patch,Unpatched Endpoint Count,91,100,-9,Security Ops
2026-03-15,2026-03-24,Energy,Mumbai,Central,Critical,Open,DLP,Page 4 - Identity & Access,MFA Adoption Rate,50,100,-50,Security Ops
2026-03-15,2026-03-24,Ports,Mundra,South,Medium,In Progress,EDR,Page 4 - Identity & Access,Dormant Account Count,71,100,-29,Security Ops
2026-03-15,2026-03-24,Data Center,Ahmedabad,East,High,Resolved,EDR,Page 4 - Identity & Access,Failed Login Rate,96,100,-4,Security Ops
2026-03-15,2026-03-24,Airports,Ahmedabad,East,Low,Open,Firewall,Page 4 - Identity & Access,IAM Provisioning SLA,36,100,-64,SOC Team
2026-03-15,2026-03-24,Airports,Mundra,West,High,Open,DLP,Page 4 - Identity & Access,PAM Session Violations,28,100,-72,Security Ops
2026-03-15,2026-03-24,Energy,Raipur,East,Critical,In Progress,DLP,Page 4 - Identity & Access,Third-Party Access Risk Score,74,100,-26,Security Ops
2026-03-15,2026-03-24,Data Center,Raipur,South,High,Open,IAM,Page 5 - Compliance & Resilience,Audit Findings Open,55,100,-45,SOC Team
2026-03-15,2026-03-24,Energy,Ahmedabad,East,Medium,In Progress,DLP,Page 5 - Compliance & Resilience,Backup Success Rate,71,100,-29,SOC Team
2026-03-15,2026-03-24,Airports,Raipur,North,Critical,Open,SIEM,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,35,100,-65,Security Ops
2026-03-15,2026-03-24,Airports,Ahmedabad,North,Medium,In Progress,IAM,Page 5 - Compliance & Resilience,Security Awareness Training Completion,69,100,-31,SOC Team
