Date,LastUpdate,BusinessUnit,Site,Region,Severity,Status,SourceSystem,PageName,KPIName,KPIValue,Target,DeltaPct,Owner
2026-03-15,2026-03-24,Airports,Ahmedabad,Central,Critical,Resolved,Firewall,Page 5 - Compliance & Resilience,Third-Party Compliance Score,95,100,-5,Security Ops
2026-03-16,2026-03-24,Ports,Ahmedabad,North,Low,Resolved,EDR,Page 1 - SOC Overview,SLA Compliance Rate,95,100,-5,Security Ops
2026-03-16,2026-03-24,Data Center,Raipur,East,Medium,In Progress,Firewall,Page 1 - SOC Overview,Incident Recurrence Rate,89,100,-11,Security Ops
2026-03-16,2026-03-24,Airports,Mumbai,East,Critical,Resolved,Firewall,Page 1 - SOC Overview,SOC Analyst Utilization,94,100,-6,SOC Team
2026-03-16,2026-03-24,Airports,Raipur,South,Low,Open,Firewall,Page 2 - Threat Detection,Threats Detected per Day,11,100,-89,Security Ops
2026-03-16,2026-03-24,Ports,Ahmedabad,North,High,Open,SIEM,Page 2 - Threat Detection,Blocked Malware Attempts,51,100,-49,SOC Team
2026-03-16,2026-03-24,Airports,Raipur,Central,Medium,Open,DLP,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,37,100,-63,SOC Team
2026-03-16,2026-03-24,Energy,Mundra,North,Low,Open,SIEM,Page 3 - Vulnerability & Patch,Internet-Facing Asset Risk Score,55,100,-45,SOC Team
2026-03-16,2026-03-24,Ports,Ahmedabad,East,Medium,Open,IAM,Page 3 - Vulnerability & Patch,Unpatched Endpoint Count,50,100,-50,Security Ops
2026-03-16,2026-03-24,Airports,Raipur,South,Medium,Resolved,EDR,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,107,100,7,Security Ops
2026-03-16,2026-03-24,Airports,Mumbai,Central,Low,Resolved,DLP,Page 4 - Identity & Access,Privileged Account Count,98,100,-2,SOC Team
2026-03-16,2026-03-24,Data Center,Raipur,East,Critical,Open,Firewall,Page 4 - Identity & Access,Failed Login Rate,60,100,-40,Security Ops
2026-03-16,2026-03-24,Ports,Ahmedabad,North,Medium,In Progress,EDR,Page 4 - Identity & Access,Unauthorized Access Attempts,77,100,-23,SOC Team
2026-03-16,2026-03-24,Airports,Mundra,North,High,Open,SIEM,Page 5 - Compliance & Resilience,Audit Findings Open,46,100,-54,SOC Team
2026-03-16,2026-03-24,Data Center,Raipur,Central,Critical,Resolved,SIEM,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,113,100,13,SOC Team
2026-03-16,2026-03-24,Airports,Mundra,South,Medium,Open,IAM,Page 5 - Compliance & Resilience,Business Continuity Readiness,64,100,-36,SOC Team
2026-03-16,2026-03-24,Airports,Raipur,Central,Low,In Progress,EDR,Page 5 - Compliance & Resilience,Security Awareness Training Completion,72,100,-28,Security Ops
2026-03-16,2026-03-24,Data Center,Ahmedabad,South,Critical,Open,Firewall,Page 5 - Compliance & Resilience,Third-Party Compliance Score,57,100,-43,Security Ops
2026-03-17,2026-03-24,Airports,Raipur,South,Medium,Open,SIEM,Page 1 - SOC Overview,Total Security Incidents,34,100,-66,SOC Team
2026-03-17,2026-03-24,Energy,Mundra,Central,High,Open,Firewall,Page 1 - SOC Overview,Critical Incidents,57,100,-43,SOC Team
2026-03-17,2026-03-24,Ports,Raipur,Central,Medium,Open,DLP,Page 1 - SOC Overview,False Positive Rate,46,100,-54,SOC Team
2026-03-17,2026-03-24,Energy,Mumbai,East,Low,Open,SIEM,Page 1 - SOC Overview,Incident Recurrence Rate,41,100,-59,SOC Team
2026-03-17,2026-03-24,Data Center,Mumbai,East,Low,In Progress,IAM,Page 1 - SOC Overview,Escalation Rate,74,100,-26,SOC Team
2026-03-17,2026-03-24,Airports,Ahmedabad,Central,High,Resolved,EDR,Page 2 - Threat Detection,Ransomware Detection Count,121,100,21,Security Ops
2026-03-17,2026-03-24,Data Center,Mumbai,West,Low,Open,IAM,Page 2 - Threat Detection,Phishing Detection Count,64,100,-36,SOC Team
2026-03-17,2026-03-24,Data Center,Raipur,South,Medium,Open,DLP,Page 2 - Threat Detection,XDR Alert Volume,52,100,-48,Security Ops
2026-03-17,2026-03-24,Ports,Mundra,South,Low,Resolved,SIEM,Page 2 - Threat Detection,Lateral Movement Alerts,95,100,-5,SOC Team
2026-03-17,2026-03-24,Airports,Ahmedabad,West,High,Open,SIEM,Page 2 - Threat Detection,Anomalous Network Sessions,16,100,-84,Security Ops
2026-03-17,2026-03-24,Energy,Mundra,Central,High,Open,Firewall,Page 3 - Vulnerability & Patch,Critical Vulnerabilities Open,60,100,-40,Security Ops
2026-03-17,2026-03-24,Ports,Ahmedabad,East,Low,Open,SIEM,Page 3 - Vulnerability & Patch,High Vulnerabilities Open,49,100,-51,Security Ops
2026-03-17,2026-03-24,Airports,Mundra,Central,Critical,Open,Firewall,Page 3 - Vulnerability & Patch,Scan Coverage Rate,11,100,-89,SOC Team
2026-03-17,2026-03-24,Airports,Mundra,Central,Low,Open,Firewall,Page 4 - Identity & Access,Privileged Account Count,19,100,-81,Security Ops
2026-03-17,2026-03-24,Ports,Ahmedabad,South,Critical,Open,SIEM,Page 4 - Identity & Access,Failed Login Rate,21,100,-79,Security Ops
2026-03-17,2026-03-24,Ports,Ahmedabad,North,Critical,Resolved,EDR,Page 4 - Identity & Access,Password Policy Compliance,97,100,-3,Security Ops
2026-03-17,2026-03-24,Energy,Ahmedabad,West,Critical,Resolved,EDR,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,111,100,11,Security Ops
2026-03-17,2026-03-24,Airports,Mumbai,East,High,Resolved,SIEM,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,92,100,-8,Security Ops
2026-03-18,2026-03-24,Energy,Ahmedabad,West,High,In Progress,EDR,Page 1 - SOC Overview,Critical Incidents,69,100,-31,Security Ops
2026-03-18,2026-03-24,Energy,Raipur,North,Medium,Resolved,SIEM,Page 1 - SOC Overview,Mean Time to Detect (MTTD),115,100,15,Security Ops
2026-03-18,2026-03-24,Data Center,Ahmedabad,East,Medium,In Progress,EDR,Page 1 - SOC Overview,Incident Recurrence Rate,88,100,-12,SOC Team
2026-03-18,2026-03-24,Ports,Raipur,West,Low,Resolved,Firewall,Page 1 - SOC Overview,Escalation Rate,125,100,25,Security Ops
2026-03-18,2026-03-24,Energy,Mumbai,South,Critical,In Progress,EDR,Page 2 - Threat Detection,Blocked Malware Attempts,65,100,-35,Security Ops
2026-03-18,2026-03-24,Data Center,Mumbai,South,High,Open,IAM,Page 2 - Threat Detection,Suspicious Login Attempts,15,100,-85,Security Ops
2026-03-18,2026-03-24,Ports,Raipur,East,Medium,Resolved,SIEM,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,121,100,21,SOC Team
2026-03-18,2026-03-24,Energy,Mundra,East,Critical,Open,IAM,Page 3 - Vulnerability & Patch,Patch Compliance Rate,54,100,-46,Security Ops
2026-03-18,2026-03-24,Airports,Ahmedabad,North,Medium,Open,DLP,Page 3 - Vulnerability & Patch,Average Patch Age (Days),21,100,-79,Security Ops
2026-03-18,2026-03-24,Ports,Mundra,South,Medium,In Progress,IAM,Page 3 - Vulnerability & Patch,Scan Coverage Rate,76,100,-24,Security Ops
2026-03-18,2026-03-24,Airports,Raipur,North,Low,Resolved,Firewall,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,120,100,20,Security Ops
2026-03-18,2026-03-24,Data Center,Mundra,Central,Low,Resolved,DLP,Page 4 - Identity & Access,Failed Login Rate,119,100,19,Security Ops
2026-03-18,2026-03-24,Airports,Raipur,West,Critical,Resolved,SIEM,Page 4 - Identity & Access,Password Policy Compliance,94,100,-6,SOC Team
2026-03-18,2026-03-24,Airports,Raipur,East,Medium,Open,SIEM,Page 4 - Identity & Access,IAM Provisioning SLA,58,100,-42,Security Ops
2026-03-18,2026-03-24,Data Center,Mumbai,West,High,In Progress,DLP,Page 4 - Identity & Access,PAM Session Violations,85,100,-15,SOC Team
2026-03-18,2026-03-24,Airports,Mumbai,South,Medium,Resolved,IAM,Page 4 - Identity & Access,Third-Party Access Risk Score,102,100,2,Security Ops
2026-03-18,2026-03-24,Energy,Mundra,Central,Low,Open,SIEM,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,19,100,-81,Security Ops
2026-03-18,2026-03-24,Energy,Ahmedabad,West,Medium,Open,Firewall,Page 5 - Compliance & Resilience,Audit Findings Open,47,100,-53,Security Ops
2026-03-18,2026-03-24,Data Center,Mundra,South,High,Open,DLP,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,21,100,-79,Security Ops
2026-03-18,2026-03-24,Airports,Mundra,South,High,Resolved,Firewall,Page 5 - Compliance & Resilience,Business Continuity Readiness,100,100,0,Security Ops
2026-03-18,2026-03-24,Data Center,Mundra,East,High,Resolved,Firewall,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,128,100,28,SOC Team
2026-03-18,2026-03-24,Data Center,Raipur,North,Critical,Resolved,EDR,Page 5 - Compliance & Resilience,Security Awareness Training Completion,109,100,9,SOC Team
2026-03-18,2026-03-24,Airports,Raipur,Central,Low,Resolved,SIEM,Page 5 - Compliance & Resilience,Third-Party Compliance Score,106,100,6,SOC Team
2026-03-19,2026-03-24,Ports,Ahmedabad,West,Low,Resolved,SIEM,Page 1 - SOC Overview,Critical Incidents,104,100,4,SOC Team
2026-03-19,2026-03-24,Energy,Mumbai,North,Medium,Open,SIEM,Page 1 - SOC Overview,Mean Time to Respond (MTTR),42,100,-58,SOC Team
2026-03-19,2026-03-24,Airports,Mumbai,South,Medium,Resolved,IAM,Page 1 - SOC Overview,SLA Compliance Rate,107,100,7,SOC Team
2026-03-19,2026-03-24,Airports,Mumbai,Central,Critical,Resolved,SIEM,Page 1 - SOC Overview,Open High-Risk Alerts,129,100,29,SOC Team
2026-03-19,2026-03-24,Data Center,Mundra,Central,Critical,Open,Firewall,Page 1 - SOC Overview,Incident Recurrence Rate,22,100,-78,Security Ops
2026-03-19,2026-03-24,Ports,Mundra,East,Low,In Progress,Firewall,Page 1 - SOC Overview,SOC Analyst Utilization,85,100,-15,SOC Team
2026-03-19,2026-03-24,Airports,Mumbai,West,High,Open,EDR,Page 1 - SOC Overview,Escalation Rate,37,100,-63,SOC Team
2026-03-19,2026-03-24,Airports,Mumbai,Central,Critical,In Progress,DLP,Page 2 - Threat Detection,Ransomware Detection Count,69,100,-31,Security Ops
2026-03-19,2026-03-24,Data Center,Raipur,South,Low,Open,SIEM,Page 2 - Threat Detection,EDR Coverage Rate,34,100,-66,Security Ops
2026-03-19,2026-03-24,Energy,Mundra,West,Medium,Resolved,SIEM,Page 2 - Threat Detection,IOC Match Rate,115,100,15,Security Ops
2026-03-19,2026-03-24,Energy,Raipur,West,Medium,In Progress,SIEM,Page 2 - Threat Detection,Lateral Movement Alerts,78,100,-22,Security Ops
2026-03-19,2026-03-24,Ports,Ahmedabad,East,High,Open,IAM,Page 3 - Vulnerability & Patch,Patch Compliance Rate,44,100,-56,Security Ops
2026-03-19,2026-03-24,Airports,Mumbai,North,Medium,In Progress,DLP,Page 3 - Vulnerability & Patch,Average Patch Age (Days),70,100,-30,Security Ops
2026-03-19,2026-03-24,Data Center,Raipur,West,Medium,Resolved,DLP,Page 3 - Vulnerability & Patch,Unpatched Endpoint Count,121,100,21,Security Ops
2026-03-19,2026-03-24,Data Center,Ahmedabad,East,Medium,Resolved,EDR,Page 3 - Vulnerability & Patch,Scan Coverage Rate,108,100,8,SOC Team
2026-03-19,2026-03-24,Energy,Raipur,North,High,In Progress,DLP,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,81,100,-19,SOC Team
2026-03-19,2026-03-24,Data Center,Mumbai,North,Medium,Resolved,DLP,Page 4 - Identity & Access,Dormant Account Count,104,100,4,Security Ops
2026-03-19,2026-03-24,Energy,Ahmedabad,West,Critical,Open,DLP,Page 4 - Identity & Access,Access Review Completion Rate,55,100,-45,Security Ops
2026-03-19,2026-03-24,Data Center,Mumbai,South,Critical,Resolved,DLP,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,103,100,3,SOC Team
2026-03-19,2026-03-24,Data Center,Mumbai,Central,Medium,Resolved,DLP,Page 5 - Compliance & Resilience,Audit Findings Open,92,100,-8,Security Ops
2026-03-19,2026-03-24,Ports,Ahmedabad,North,High,In Progress,EDR,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,69,100,-31,SOC Team
2026-03-19,2026-03-24,Ports,Ahmedabad,North,Critical,In Progress,SIEM,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,75,100,-25,SOC Team
2026-03-19,2026-03-24,Airports,Mumbai,North,High,Open,EDR,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,47,100,-53,SOC Team
2026-03-19,2026-03-24,Ports,Mundra,South,Medium,In Progress,Firewall,Page 5 - Compliance & Resilience,Business Continuity Readiness,72,100,-28,SOC Team
2026-03-19,2026-03-24,Ports,Ahmedabad,South,Low,Resolved,DLP,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,129,100,29,Security Ops
2026-03-19,2026-03-24,Energy,Raipur,East,Critical,Open,DLP,Page 5 - Compliance & Resilience,Security Awareness Training Completion,38,100,-62,SOC Team
2026-03-20,2026-03-24,Energy,Raipur,East,Critical,Resolved,Firewall,Page 1 - SOC Overview,Total Security Incidents,117,100,17,Security Ops
2026-03-20,2026-03-24,Data Center,Mumbai,West,Critical,In Progress,EDR,Page 1 - SOC Overview,Mean Time to Detect (MTTD),77,100,-23,SOC Team
2026-03-20,2026-03-24,Ports,Raipur,Central,Medium,Resolved,IAM,Page 1 - SOC Overview,Open High-Risk Alerts,124,100,24,SOC Team
2026-03-20,2026-03-24,Airports,Ahmedabad,South,Low,Resolved,EDR,Page 2 - Threat Detection,Phishing Detection Count,102,100,2,Security Ops
2026-03-20,2026-03-24,Energy,Raipur,South,High,In Progress,EDR,Page 2 - Threat Detection,EDR Coverage Rate,72,100,-28,SOC Team
2026-03-20,2026-03-24,Airports,Mundra,East,High,Open,DLP,Page 2 - Threat Detection,XDR Alert Volume,55,100,-45,Security Ops
2026-03-20,2026-03-24,Data Center,Mundra,East,Low,Open,SIEM,Page 2 - Threat Detection,Suspicious Login Attempts,10,100,-90,SOC Team
2026-03-20,2026-03-24,Energy,Ahmedabad,West,Medium,In Progress,DLP,Page 3 - Vulnerability & Patch,Unpatched Endpoint Count,86,100,-14,SOC Team
2026-03-20,2026-03-24,Energy,Mundra,West,Critical,In Progress,EDR,Page 3 - Vulnerability & Patch,CVSS Weighted Exposure,83,100,-17,Security Ops
2026-03-20,2026-03-24,Energy,Ahmedabad,West,Critical,In Progress,Firewall,Page 4 - Identity & Access,Privileged Account Count,68,100,-32,SOC Team
2026-03-20,2026-03-24,Airports,Raipur,Central,Medium,Resolved,IAM,Page 4 - Identity & Access,Dormant Account Count,108,100,8,Security Ops
2026-03-20,2026-03-24,Data Center,Mundra,North,Low,In Progress,EDR,Page 4 - Identity & Access,Failed Login Rate,80,100,-20,Security Ops
2026-03-20,2026-03-24,Airports,Ahmedabad,South,Medium,Resolved,DLP,Page 4 - Identity & Access,Unauthorized Access Attempts,105,100,5,Security Ops
2026-03-20,2026-03-24,Energy,Ahmedabad,West,High,Open,IAM,Page 4 - Identity & Access,IAM Provisioning SLA,19,100,-81,SOC Team
2026-03-20,2026-03-24,Ports,Mumbai,South,Low,Open,Firewall,Page 4 - Identity & Access,PAM Session Violations,34,100,-66,Security Ops
2026-03-20,2026-03-24,Airports,Mundra,North,High,Resolved,IAM,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,104,100,4,Security Ops
2026-03-20,2026-03-24,Energy,Mumbai,South,Medium,In Progress,DLP,Page 5 - Compliance & Resilience,Business Continuity Readiness,71,100,-29,Security Ops
2026-03-20,2026-03-24,Data Center,Mumbai,Central,Critical,Open,DLP,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,33,100,-67,Security Ops
2026-03-21,2026-03-24,Data Center,Mumbai,East,High,Open,EDR,Page 1 - SOC Overview,Critical Incidents,19,100,-81,SOC Team
2026-03-21,2026-03-24,Airports,Raipur,North,High,Open,Firewall,Page 1 - SOC Overview,Mean Time to Detect (MTTD),47,100,-53,SOC Team
2026-03-21,2026-03-24,Airports,Mundra,West,Low,Open,Firewall,Page 1 - SOC Overview,SLA Compliance Rate,18,100,-82,Security Ops
2026-03-21,2026-03-24,Ports,Mumbai,South,Critical,In Progress,Firewall,Page 1 - SOC Overview,Open High-Risk Alerts,83,100,-17,Security Ops
2026-03-21,2026-03-24,Data Center,Mumbai,North,Low,Resolved,IAM,Page 1 - SOC Overview,False Positive Rate,112,100,12,SOC Team
2026-03-21,2026-03-24,Airports,Mundra,West,Low,Resolved,Firewall,Page 1 - SOC Overview,SOC Analyst Utilization,94,100,-6,Security Ops
2026-03-21,2026-03-24,Ports,Raipur,East,Low,Open,SIEM,Page 2 - Threat Detection,Blocked Malware Attempts,62,100,-38,Security Ops
2026-03-21,2026-03-24,Ports,Mundra,South,Low,Resolved,EDR,Page 2 - Threat Detection,Ransomware Detection Count,114,100,14,Security Ops
2026-03-21,2026-03-24,Energy,Raipur,Central,High,Resolved,Firewall,Page 2 - Threat Detection,Phishing Detection Count,102,100,2,SOC Team
2026-03-21,2026-03-24,Airports,Mundra,East,Critical,Resolved,EDR,Page 2 - Threat Detection,XDR Alert Volume,103,100,3,SOC Team
2026-03-21,2026-03-24,Airports,Mundra,North,Critical,Resolved,EDR,Page 2 - Threat Detection,Lateral Movement Alerts,94,100,-6,SOC Team
2026-03-21,2026-03-24,Data Center,Raipur,West,High,Open,IAM,Page 3 - Vulnerability & Patch,Patch Compliance Rate,63,100,-37,SOC Team
2026-03-21,2026-03-24,Energy,Raipur,Central,Medium,Resolved,DLP,Page 3 - Vulnerability & Patch,Average Patch Age (Days),127,100,27,SOC Team
2026-03-21,2026-03-24,Airports,Ahmedabad,West,Low,Resolved,Firewall,Page 3 - Vulnerability & Patch,Internet-Facing Asset Risk Score,105,100,5,Security Ops
2026-03-21,2026-03-24,Airports,Ahmedabad,West,Critical,In Progress,EDR,Page 3 - Vulnerability & Patch,CVSS Weighted Exposure,70,100,-30,SOC Team
2026-03-21,2026-03-24,Energy,Ahmedabad,West,High,Open,Firewall,Page 3 - Vulnerability & Patch,Scan Coverage Rate,23,100,-77,Security Ops
2026-03-21,2026-03-24,Airports,Ahmedabad,East,High,Open,IAM,Page 4 - Identity & Access,MFA Adoption Rate,55,100,-45,Security Ops
2026-03-21,2026-03-24,Ports,Mumbai,North,High,Open,Firewall,Page 4 - Identity & Access,Password Policy Compliance,37,100,-63,SOC Team
2026-03-21,2026-03-24,Ports,Mundra,North,High,Open,Firewall,Page 4 - Identity & Access,IAM Provisioning SLA,50,100,-50,SOC Team
2026-03-21,2026-03-24,Data Center,Mundra,Central,Critical,In Progress,EDR,Page 5 - Compliance & Resilience,Recovery Time Objective (RTO) Achievement,87,100,-13,SOC Team
2026-03-21,2026-03-24,Airports,Ahmedabad,South,Critical,Open,DLP,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,55,100,-45,SOC Team
2026-03-21,2026-03-24,Energy,Ahmedabad,Central,Medium,Open,EDR,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,49,100,-51,SOC Team
2026-03-21,2026-03-24,Ports,Mumbai,North,High,In Progress,IAM,Page 5 - Compliance & Resilience,Third-Party Compliance Score,79,100,-21,Security Ops
2026-03-22,2026-03-24,Data Center,Ahmedabad,North,Medium,In Progress,Firewall,Page 1 - SOC Overview,Mean Time to Respond (MTTR),89,100,-11,SOC Team
2026-03-22,2026-03-24,Data Center,Ahmedabad,East,Low,Open,Firewall,Page 1 - SOC Overview,SLA Compliance Rate,45,100,-55,Security Ops
2026-03-22,2026-03-24,Airports,Mundra,North,Low,Open,EDR,Page 1 - SOC Overview,False Positive Rate,35,100,-65,Security Ops
2026-03-22,2026-03-24,Energy,Raipur,West,Low,Resolved,IAM,Page 1 - SOC Overview,SOC Analyst Utilization,116,100,16,Security Ops
2026-03-22,2026-03-24,Energy,Raipur,East,High,Resolved,IAM,Page 1 - SOC Overview,Escalation Rate,94,100,-6,SOC Team
2026-03-22,2026-03-24,Airports,Mumbai,South,Critical,Resolved,IAM,Page 2 - Threat Detection,Ransomware Detection Count,96,100,-4,Security Ops
2026-03-22,2026-03-24,Energy,Ahmedabad,East,High,Resolved,IAM,Page 2 - Threat Detection,EDR Coverage Rate,117,100,17,SOC Team
2026-03-22,2026-03-24,Airports,Mundra,Central,Critical,Resolved,IAM,Page 2 - Threat Detection,XDR Alert Volume,101,100,1,SOC Team
2026-03-22,2026-03-24,Energy,Raipur,Central,Low,Resolved,EDR,Page 2 - Threat Detection,Suspicious Login Attempts,119,100,19,Security Ops
2026-03-22,2026-03-24,Ports,Mumbai,East,Critical,Resolved,Firewall,Page 3 - Vulnerability & Patch,Vulnerability Remediation Rate,107,100,7,SOC Team
2026-03-22,2026-03-24,Energy,Mumbai,East,Critical,Resolved,SIEM,Page 3 - Vulnerability & Patch,CVSS Weighted Exposure,126,100,26,Security Ops
2026-03-22,2026-03-24,Energy,Mundra,East,Medium,Open,EDR,Page 3 - Vulnerability & Patch,Configuration Drift Incidents,14,100,-86,SOC Team
2026-03-22,2026-03-24,Airports,Raipur,East,High,Resolved,EDR,Page 4 - Identity & Access,Failed Login Rate,114,100,14,SOC Team
2026-03-22,2026-03-24,Airports,Mundra,South,High,Resolved,DLP,Page 4 - Identity & Access,Third-Party Access Risk Score,95,100,-5,SOC Team
2026-03-22,2026-03-24,Energy,Mumbai,West,Medium,In Progress,SIEM,Page 5 - Compliance & Resilience,Compliance Controls Pass Rate,86,100,-14,SOC Team
2026-03-22,2026-03-24,Data Center,Mumbai,Central,Critical,Open,EDR,Page 5 - Compliance & Resilience,Data Loss Prevention (DLP) Incidents,56,100,-44,Security Ops
2026-03-22,2026-03-24,Airports,Mundra,North,High,Open,IAM,Page 5 - Compliance & Resilience,Backup Success Rate,28,100,-72,SOC Team
2026-03-22,2026-03-24,Data Center,Raipur,West,High,Resolved,DLP,Page 5 - Compliance & Resilience,Disaster Recovery Drill Score,99,100,-1,SOC Team
2026-03-22,2026-03-24,Energy,Raipur,Central,Medium,Open,EDR,Page 5 - Compliance & Resilience,Business Continuity Readiness,38,100,-62,Security Ops
2026-03-22,2026-03-24,Data Center,Raipur,West,Medium,Open,EDR,Page 5 - Compliance & Resilience,Policy Acknowledgement Rate,52,100,-48,SOC Team
2026-03-22,2026-03-24,Airports,Mundra,West,Low,Open,IAM,Page 5 - Compliance & Resilience,Third-Party Compliance Score,14,100,-86,Security Ops
2026-03-23,2026-03-24,Data Center,Raipur,West,Critical,In Progress,IAM,Page 1 - SOC Overview,Total Security Incidents,67,100,-33,Security Ops
2026-03-23,2026-03-24,Airports,Ahmedabad,West,High,Resolved,SIEM,Page 1 - SOC Overview,Mean Time to Respond (MTTR),116,100,16,Security Ops
2026-03-23,2026-03-24,Data Center,Raipur,Central,Medium,Resolved,Firewall,Page 1 - SOC Overview,Open High-Risk Alerts,118,100,18,Security Ops
2026-03-23,2026-03-24,Energy,Mundra,East,Low,In Progress,IAM,Page 1 - SOC Overview,Incident Recurrence Rate,85,100,-15,Security Ops
2026-03-23,2026-03-24,Ports,Ahmedabad,East,Low,Open,DLP,Page 2 - Threat Detection,Threats Detected per Day,47,100,-53,Security Ops
2026-03-23,2026-03-24,Energy,Mundra,South,Low,Resolved,DLP,Page 2 - Threat Detection,Blocked Malware Attempts,128,100,28,SOC Team
2026-03-23,2026-03-24,Ports,Mumbai,South,Medium,In Progress,SIEM,Page 2 - Threat Detection,Ransomware Detection Count,70,100,-30,SOC Team
